duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,2940,2,1974,Male
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),375,Grove St at Masonic Ave,5060,2,1991,Male
3 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),5337,2,1987,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5018,2,1994,Male
13 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,5015,2,1988,Female
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),98,Valencia St at 16th St,4952,2,1991,Male
10 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,2941,2,1993,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),856,2,1993,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),130,22nd St Caltrain Station,5505,2,1983,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5340,1,1970,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,6147,1,1988,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5368,1,1976,Other
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),98,Valencia St at 16th St,4742,2,1994,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,5175,3,1979,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4361,2,1990,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2124,2,1988,Male
13 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2084,2,1979,Male
9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4827,1,1986,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5166,2,1987,Male
28 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,802,2,1962,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5269,2,1991,Male
32 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5368,2,1988,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3034,3,1987,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,5576,3,1987,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,5537,2,1989,Male
2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),5318,3,1994,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4769,2,1984,Male
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,3210,3,1983,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5261,3,1984,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,3326,1,1989,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3411,1,1990,Female
12 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5217,1,1996,Female
20 minutes,16,Steuart St at Market St,97,14th St at Mission St,4987,2,1985,Female
7 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,283,1,1990,Male
25 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,535,1,1991,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4756,1,1994,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4326,1,1988,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5573,3,1992,Male
41 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,5490,2,1993,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2187,3,1990,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,2586,2,1994,Male
20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1898,3,1986,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5418,3,1967,Female
54 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,963,2,1984,Female
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5496,1,1987,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4755,3,1984,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5265,2,1987,Male
4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5280,3,1985,Male
10 minutes,16,Steuart St at Market St,91,Berry St at King St,4999,2,1993,Male
7 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4982,2,1961,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),124,19th St at Florida St,4975,2,1992,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),85,Church St at Duboce Ave,5226,2,1974,Male
11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),3402,1,1973,Female
10 minutes,5,Powell St BART Station (Market St at 5th St),11,Davis St at Jackson St,4998,2,1982,Male
11 minutes,81,Berry St at 4th St,76,McCoppin St at Valencia St,5037,2,1964,Female
37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,5011,2,1962,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,5280,2,1969,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,5048,2,1983,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),536,2,1986,Female
19 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5539,2,1983,Male
23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4842,2,1984,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,3592,2,2000,Male
8 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4769,1,1992,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),28,The Embarcadero at Bryant St,5233,3,1981,Male
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,5301,3,1992,Female
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,4953,3,1993,Male
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),123,Folsom St at 19th St,2375,2,1987,Female
8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5037,2,1991,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5035,2,1978,Male
7 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,4774,3,1993,Female
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),369,Hyde St at Post St,5400,3,1980,Other
12 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5057,3,1983,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5290,3,1991,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2271,2,1979,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,1334,3,1986,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),129,Harrison St at 20th St,4748,2,1994,Male
14 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,4400,1,1987,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,4407,2,1989,Female
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,4377,2,1981,Female
14 minutes,5,Powell St BART Station (Market St at 5th St),116,Mississippi St at 17th St,5274,3,1993,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),5337,3,1993,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4344,2,1957,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5536,2,1984,Female
35 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5136,2,1991,Male
13 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),2185,3,1990,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5188,2,1983,Male
17 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,3224,2,1981,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5366,2,1991,Male
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,4600,2,1988,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),97,14th St at Mission St,3034,2,1985,Male
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4999,1,1985,Female
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4606,3,1984,Female
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5301,3,1987,Male
31 minutes,21,Montgomery St BART Station (Market St at 2nd St),147,29th St at Tiffany Ave,2954,2,1984,Male
16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),55,Webster St at Grove St,5334,2,1984,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,1718,2,1986,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,181,3,1968,Female
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5142,2,1990,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4400,2,1981,Male
21 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),4641,2,1993,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4812,2,1992,Female
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),349,Howard St at Mary St,4747,2,1990,Male
17 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1860,3,1985,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,4981,3,1994,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,5440,2,1988,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5246,2,1983,Male
31 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5529,2,1987,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4934,2,1988,Male
7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3210,2,1991,Female
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4826,2,1983,Female
13 minutes,81,Berry St at 4th St,123,Folsom St at 19th St,4610,1,1989,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,3040,2,1977,Male
1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),2567,1,1991,Male
16 minutes,22,Howard St at Beale St,104,4th St at 16th St,4320,1,1976,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),76,McCoppin St at Valencia St,430,2,1981,Male
11 minutes,22,Howard St at Beale St,64,5th St at Brannan St,2459,2,1978,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,989,2,1980,Male
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5405,2,1989,Male
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5280,2,1991,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3377,2,1995,Female
26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),3109,2,1991,Male
26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5490,3,1991,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5237,3,1990,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5035,1,1990,Female
9 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4961,3,1986,Male
3 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,2030,2,1978,Male
10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5247,2,1987,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,5409,1,1985,Male
7 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,3568,2,1989,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5142,1,1982,Male
21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,2197,1,1986,Female
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,5003,3,1975,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4795,2,1990,Male
16 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5137,2,1993,Female
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2981,3,1988,Male
16 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,5295,2,1987,Male
7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,1188,2,1974,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5495,1,1990,Female
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5441,2,1995,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4609,3,1989,Male
15 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,675,3,1987,Male
7 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5133,1,1986,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4988,1,1965,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5051,2,1989,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5506,2,1987,Male
38 minutes,30,San Francisco Caltrain (Townsend St at 4th St),145,29th St at Church St,4458,2,1980,Female
38 minutes,30,San Francisco Caltrain (Townsend St at 4th St),145,29th St at Church St,4962,1,1991,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,5318,1,1983,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5441,2,1985,Male
13 minutes,81,Berry St at 4th St,323,Broadway at Kearny,5340,2,1995,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5277,1,1972,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,861,1,1990,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,4613,3,1985,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4801,1,1996,Male
11 minutes,81,Berry St at 4th St,26,1st St at Folsom St,1057,1,1993,Female
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4747,2,1967,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,4977,3,1995,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5353,1,1990,Female
23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),139,Garfield Square (25th St at Harrison St),4570,2,1978,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,3312,2,1988,Female
9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5463,1,1994,Male
7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5409,1,1991,Female
9 minutes,16,Steuart St at Market St,91,Berry St at King St,4597,2,1985,Male
7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),3034,1,1983,Male
22 minutes,21,Montgomery St BART Station (Market St at 2nd St),133,Valencia St at 22nd St,2784,2,1986,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4319,1,1988,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4714,2,1989,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),3356,2,1980,Male
19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),336,Potrero Ave and Mariposa St,5480,2,1985,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5219,2,1988,Female
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5276,2,1989,Male
3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,2198,1,1986,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,266,3,1996,Female
8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5247,2,1969,Female
12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),200,2,1993,Male
21 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,5315,1,1987,Male
30 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,4390,1,1981,Female
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5373,3,1983,Female
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1896,2,1992,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5353,2,1990,Female
20 minutes,81,Berry St at 4th St,84,Duboce Park,5200,2,1991,Female
12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,3123,1,1995,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,5559,3,1981,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4733,2,1967,Male
6 minutes,81,Berry St at 4th St,81,Berry St at 4th St,3402,1,1993,Female
9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1905,2,1995,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,2743,1,1985,Male
13 minutes,81,Berry St at 4th St,58,Market St at 10th St,4819,2,1979,Male
13 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3542,1,1994,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,4928,2,1985,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,4606,2,1991,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5428,2,1984,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5219,3,1992,Male
22 minutes,3,Powell St BART Station (Market St at 4th St),104,4th St at 16th St,1525,2,1970,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4981,2,1992,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,1863,2,1980,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5356,3,1992,Male
11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4747,2,1976,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5571,1,1956,Female
20 minutes,21,Montgomery St BART Station (Market St at 2nd St),119,18th St at Noe St,5306,3,1985,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1655,3,1975,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2191,1,1987,Female
19 minutes,22,Howard St at Beale St,129,Harrison St at 20th St,2522,1,1987,Female
24 minutes,22,Howard St at Beale St,358,Williams Ave at 3rd St,4870,2,1990,Female
2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5329,3,1991,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4442,1,1976,Male
18 minutes,81,Berry St at 4th St,125,20th St at Bryant St,5291,2,1990,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1954,1,1987,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5247,1,1991,Male
9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2692,2,1991,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3381,2,1993,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,933,3,1994,Male
33 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,3743,2,1983,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4318,1,1970,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5009,3,1985,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,4977,3,1992,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4838,2,1995,Male
12 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),5050,2,1969,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5388,2,1967,Male
23 minutes,81,Berry St at 4th St,75,Market St at Franklin St,2064,1,1983,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),129,Harrison St at 20th St,4947,1,1980,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),1428,2,1990,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5015,2,1989,Female
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5024,2,1985,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5530,2,1980,Male
18 minutes,81,Berry St at 4th St,108,16th St Mission BART,2231,2,1989,Female
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),39,Scott St at Golden Gate Ave,5014,2,1988,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4747,2,1978,Male
11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3048,2,1993,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1580,2,1994,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5230,3,1997,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3009,3,1960,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5301,2,1991,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5227,2,2000,Other
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4613,2,2000,Other
5 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1333,2,1986,Female
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5428,3,1982,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,2898,1,1993,Male
28 minutes,22,Howard St at Beale St,139,Garfield Square (25th St at Harrison St),2206,2,1988,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5011,3,1995,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5200,2,1991,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4760,2,1985,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3009,1,1983,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2197,1,1979,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5249,3,1984,Female
6 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),3494,1,1987,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5283,3,1977,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4751,1,1989,Male
8 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),1428,3,1982,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4795,2,1990,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4613,3,1969,Male
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3109,2,1985,Female
10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5230,2,1994,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4772,2,1992,Male
10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2692,2,1978,Male
7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1896,3,1994,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5418,3,1990,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3617,1,1998,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,5571,2,1990,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2950,3,1998,Male
8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1194,2,1979,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5054,1,1956,Male
